k_phys_Mpc,nbar_ms,A_ring,phi_ring,damping
0.05420655527366661,3.382338741220984e-09,1.7876839803244303e-05,-2.0657612208893106,0.0
0.055669173603359275,1.61263591831852e-09,1.2189553156016183e-05,-2.4345000273028075,0.0
0.05717125676101509,5.13092034153863e-10,6.7945817597556895e-06,-1.893199562516263,0.0
0.05871386959903924,1.898744283765993e-09,1.2925180771130382e-05,-1.6133196029466605,0.0
0.060298105702019475,2.9069252134348948e-09,1.5824836522708843e-05,-2.0061813261570376,0.0
0.06192508816198708,1.5885131116396712e-09,1.1582665989990478e-05,-2.3207610545619604,0.0
0.06359597037459566,7.796251070211793e-10,8.039001159422695e-06,-1.874905895825417,0.0
0.06531193685678346,2.0676321399274747e-09,1.2977303127380718e-05,-1.7540034414776844,0.0
0.06707420408649743,2.404587792342116e-09,1.3879882020254152e-05,-2.1105523618926068,0.0
0.06888402136507504,1.1166279586812265e-09,9.385440608826496e-06,-2.192220561380908,0.0
0.07074267170289573,1.3657243344414081e-09,1.0304592661813653e-05,-1.7733699973984092,0.0
0.07265147272892869,2.3438826720865454e-09,1.340787626590352e-05,-1.9771734821216949,0.0
0.07461177762482225,1.505058268466184e-09,1.0675702107350037e-05,-2.1928838880130237,0.0
0.07662497608419805,1.2334724645751203e-09,9.606970725783441e-06,-1.8679011013359117,0.0
0.07869249529782812,2.1630892153565712e-09,1.2651039140415506e-05,-1.9538588053320352,0.0
0.08081580096539508,1.5677360437298028e-09,1.071393818011347e-05,-2.158044907432365,0.0
0.08299639833455127,1.343697624635241e-09,9.870362632976092e-06,-1.8969280156286907,0.0
0.08523583326801505,2.078886157848072e-09,1.2220946332657663e-05,-1.9986083409936473,0.0
0.08753569333945904,1.42865330481314e-09,1.0087661285961696e-05,-2.115267850043499,0.0
0.08989760895896791,1.603932754487013e-09,1.0645786166203345e-05,-1.9035251951094918,0.0
0.09232325452886453,1.912005729858391e-09,1.157986026255893e-05,-2.076712395349922,0.0
0.09481434963072194,1.349734458404588e-09,9.695323787549506e-06,-2.011863137518043,0.0
0.09737266024440436,1.9043748628508385e-09,1.1478706254104877e-05,-1.978527674431286,0.0
0.1,1.5258402074336344e-09,1.024346027820974e-05,-2.0928715021403312,0.0
