N,a,z2
-6.182,0.002066291137027497,8.539118125916772e-08
-6.174999999999999,0.0020808059174495315,8.659506532185973e-08
-6.167999999999999,0.002095422657777852,8.781592229457596e-08
-6.161,0.0021101420742356642,8.905399146919183e-08
-6.154,0.0021249648880773183,9.0309515511229e-08
-6.147,0.0021398918256236594,9.158274050741917e-08
-6.140000000000001,0.002154923618297613,9.287391601393754e-08
-6.132999999999999,0.0021700610026600324,9.41832951053173e-08
-6.1259999999999994,0.002185304720445772,9.551113442405148e-08
-6.119,0.0022006555186000567,9.68576942308977e-08
-6.112,0.0022161141493150685,9.8223238455889e-08
-6.105,0.002231681370066805,9.960803475006503e-08
-6.097999999999999,0.0022473579436522017,1.0101235453793305e-07
-6.090999999999999,0.002263144638226493,1.0243647307066646e-07
-6.084,0.002279042227340875,1.0388066948005713e-07
-6.077,0.0022950514899803963,1.0534522683322474e-07
-6.07,0.002311173210602129,1.0683043218809909e-07
-6.062999999999999,0.0023274081791736134,1.0833657664968471e-07
-6.055999999999999,0.0023437571912115493,1.0986395542711702e-07
-6.0489999999999995,0.0023602210478208025,1.1141286789152653e-07
-6.042,0.00237680055573364,1.1298361763471482e-07
-6.035,0.0023934965273492677,1.1457651252866007e-07
-6.0280000000000005,0.002410309780773635,1.1619186478586095e-07
-6.020999999999999,0.002427241139859528,1.1782999102053164e-07
-6.013999999999999,0.0024442914342469213,1.1949121231065743e-07
-6.007,0.0024614614994036554,1.2117585426092982e-07
-6.0,0.0024787521766663585,1.228842470665642e-07
-5.993,0.002496164313281676,1.2461672557801964e-07
-5.985999999999999,0.00251369876244779,1.2637362936663103e-07
-5.978999999999999,0.0025313563833562103,1.2815530279116467e-07
-5.9719999999999995,0.002549138041233898,1.299620950653159e-07
-5.965,0.0025670446073856466,1.3179436032615457e-07
-5.958,0.002585076959236781,1.3365245770353765e-07
-5.9510000000000005,0.00260323598037615,1.3553675139049947e-07
-5.943999999999999,0.0026215225605994265,1.3744761071463547e-07
-5.936999999999999,0.002639937595952692,1.3938541021048957e-07
-5.93,0.002658481988776367,1.4135052969296696e-07
-5.923,0.0026771566477494114,1.4334335433177733e-07
-5.916,0.0026959624879338505,1.4536427472692954e-07
-5.908999999999999,0.0027149004308196214,1.4741368698529133e-07
-5.901999999999999,0.0027339714043697044,1.4949199279822508e-07
-5.895,0.002753176343065625,1.5159959952032414e-07
-5.888,0.002772516187953221,1.5373692024925323e-07
-5.881,0.0027919918866887625,1.5590437390671753e-07
-5.8740000000000006,0.002811604393585383,1.581023853205726e-07
-5.866999999999999,0.002831354669659851,1.6033138530809288e-07
-5.859999999999999,0.0028512436826796344,1.625918107604105e-07
-5.853,0.002871272407210357,1.6488410472815112e-07
-5.846,0.0028914418246635274,1.67208716508271e-07
-5.839,0.0029117529233446365,1.6956610173212075e-07
-5.831999999999999,0.0029322066985015887,1.7195672245475175e-07
-5.824999999999999,0.002952804152373449,1.7438104724547768e-07
-5.818,0.0029735462942395837,1.768395512797192e-07
-5.811,0.002994434140469094,1.7933271643213764e-07
-5.804,0.0030154687145706243,1.8186103137108428e-07
-5.796999999999999,0.0030366510472425202,1.8442499165438187e-07
-5.789999999999999,0.0030579821764233103,1.8702509982645292e-07
-5.7829999999999995,0.003079463147342597,1.8966186551682346e-07
-5.776,0.0031010950125722535,1.923358055400101e-07
-5.769,0.003122878832078005,1.950474439968177e-07
-5.7620000000000005,0.003144815673271365,1.9779731237706455e-07
-5.754999999999999,0.0031669066110619473,2.0058594966375738e-07
-5.747999999999999,0.003189152727910112,2.034139024387302e-07
-5.741,0.0032115551138800417,2.0628172498978097e-07
-5.734,0.0032341148666931315,2.0918997941931062e-07
-5.727,0.0032568330917817825,2.121392357544977e-07
-5.719999999999999,0.003279710902343576,2.1513007205902628e-07
-5.712999999999999,0.003302749419395795,2.181630745463852e-07
-5.7059999999999995,0.0033259497718303903,2.2123883769477253e-07
-5.699,0.0033493130964692736,2.2435796436361187e-07
-5.692,0.0033728405381200266,2.275210659117158e-07
-5.6850000000000005,0.003396533249631998,2.30728762317114e-07
-5.677999999999999,0.0034203923919527983,2.3398168229857172e-07
-5.670999999999999,0.0034444191341851628,2.3728046343881733e-07
-5.664,0.003468614653644274,2.406257523095158e-07
-5.657,0.0034929801359154275,2.4401820459799513e-07
-5.65,0.0035175167749121284,2.4745848523576445e-07
-5.642999999999999,0.0035422257729346043,2.509472685288431e-07
-5.635999999999999,0.003567108340728689,2.5448523828992364e-07
-5.629,0.0035921656975451896,2.580730879724064e-07
-5.622,0.003617399071199604,2.617115208063151e-07
-5.615,0.003642809698132289,2.6540124993613315e-07
-5.6080000000000005,0.0036683988234690493,2.691429985605821e-07
-5.600999999999999,0.0036941677010821528,2.7293750007437197e-07
-5.593999999999999,0.0037201175936517456,2.767854982119451e-07
-5.587,0.0037462497727277617,2.806877471932561e-07
-5.58,0.0037725655187922052,2.84645011871598e-07
-5.573,0.003799066121321898,2.886580678835162e-07
-5.565999999999999,0.0038257528788516733,2.9272770180083733e-07
-5.558999999999999,0.0038526270990379766,2.9685471128483553e-07
-5.552,0.00387969009872298,3.010399052425826e-07
-5.545,0.003906943203999084,3.0528410398549255e-07
-5.538,0.003934387750273899,3.095881393901062e-07
-5.531000000000001,0.003962025082335684,3.1395285506114176e-07
-5.523999999999999,0.0039898565544192474,3.183791064968446e-07
-5.5169999999999995,0.004017883530272275,3.2286776125666396e-07
-5.51,0.004046107383222199,3.274196991313038e-07
-5.503,0.004074529496243461,3.3203581231515984e-07
-5.496,0.004103151262025285,3.367170055811939e-07
-5.488999999999999,0.004131974083039929,3.4146419645827327e-07
-5.481999999999999,0.0041609993716113765,3.4627831541100546e-07
-5.475,0.004190228549984579,3.5116030602211743e-07
-5.468,0.004219663050395129,3.561111251773986e-07
-5.461,0.0042493043151394325,3.6113174325325203e-07
-5.453999999999999,0.004279153796645402,3.6622314430689526e-07
-5.446999999999999,0.004309212957543589,3.7138632626923133e-07
-5.4399999999999995,0.004339483270738899,3.766223011404555e-07
-5.433,0.004369966219482734,3.8193209518840444e-07
-5.426,0.004400663297445683,3.873167491497102e-07
-5.4190000000000005,0.004431576008790707,3.927773184337875e-07
-5.411999999999999,0.004462705868246856,3.9831487332969854e-07
-5.404999999999999,0.004494054401183455,4.039304992159277e-07
-5.398,0.0045256231436849,4.09625296773128e-07
-5.391,0.004557413642625888,4.154003821998513e-07
-5.384,0.004589427455747229,4.212568874313297e-07
-5.376999999999999,0.00462166615173218,4.271959603613387e-07
-5.369999999999999,0.004654131310283276,4.3321876506718255e-07
-5.3629999999999995,0.004686824522199792,4.393264820378662e-07
-5.356,0.004719747389455653,4.455203084054691e-07
-5.349,0.004752901525277942,4.518014581797878e-07
-5.3420000000000005,0.004786288554225948,4.581711624862863e-07
-5.334999999999999,0.004819910112270776,4.6463066980740175e-07
-5.327999999999999,0.004853767846875483,4.7118124622724526e-07
-5.321,0.004887863417075847,4.778241756797676e-07
-5.314,0.004922198493561628,4.845607602004073e-07
-5.307,0.004956774758758446,4.913923201812971e-07
-5.299999999999999,0.004991593906910221,4.98320194630065e-07
-5.292999999999999,0.005026657644162163,5.053457414322781e-07
-5.286,0.005061967688644421,5.124703376176028e-07
-5.279,0.005097525770556239,5.196953796296996e-07
-5.272,0.005133333632250745,5.270222835999326e-07
-5.265000000000001,0.005169393028320329,5.344524856249365e-07
-5.257999999999999,0.0052057057256826205,5.419874420480964e-07
-5.2509999999999994,0.005242273503667037,5.496286297449895e-07
-5.244,0.0052790981541020274,5.573775464128688e-07
-5.237,0.0053161814814028305,5.652357108642079e-07
-5.23,0.005353525302659903,5.732046633243961e-07
-5.222999999999999,0.005391131447727968,5.812859657336292e-07
-5.215999999999999,0.005429001759315639,5.894812020530461e-07
-5.209,0.005467138093075772,5.977919785752037e-07
-5.202,0.00550554231769635,6.062199242389058e-07
-5.195,0.005544216314992064,6.147666909484837e-07
-5.187999999999999,0.00558316197999653,6.234339538975754e-07
-5.180999999999999,0.005622381221055105,6.322234118974619e-07
-5.1739999999999995,0.005661875959918459,6.411367877100514e-07
-5.167,0.005701648131836697,6.50175828385538e-07
-5.16,0.005741699685654202,6.593423056048312e-07
-5.1530000000000005,0.005782032583905125,6.686380160268115e-07
-5.145999999999999,0.005822648802909559,6.780647816404824e-07
-5.138999999999999,0.005863550332870343,6.876244501220782e-07
-5.132,0.005904739177970637,6.973188951972272e-07
-5.125,0.005946217356472094,7.071500170081996e-07
-5.118,0.005987986900813759,7.171197424863435e-07
-5.110999999999999,0.006030049857711673,7.272300257297714e-07
-5.103999999999999,0.006072408288259119,7.374828483863609e-07
-5.0969999999999995,0.006115064268027679,7.478802200421779e-07
-5.09,0.006158019887168897,7.584241786153528e-07
-5.083,0.006201277250516705,7.691167907555206e-07
-5.0760000000000005,0.006244838477690562,7.799601522488916e-07
-5.068999999999999,0.006288705703199329,7.909563884290353e-07
-5.061999999999999,0.006332881076545807,8.021076545934396e-07
-5.055,0.0063773667623321425,8.134161364259751e-07
-5.048,0.006422164940365839,8.248840504252833e-07
-5.041,0.006467277805766584,8.365136443392209e-07
-5.033999999999999,0.00651270756907382,8.483071976054285e-07
-5.026999999999999,0.006558456456355014,8.602670217980955e-07
-5.02,0.006604526709314811,8.723954610810545e-07
-5.013,0.006650920585404821,8.846948926672322e-07
-5.006,0.006697640357934257,8.971677272845945e-07
-4.9990000000000006,0.00674468831618132,9.098164096486563e-07
-4.991999999999999,0.00679206676550539,9.226434189416571e-07
-4.984999999999999,0.006839778027459939,9.356512692984755e-07
-4.978,0.006887824439906362,9.488425102994279e-07
-4.971,0.006936208357128481,9.622197274699798e-07
-4.964,0.006984932149947921,9.75785542787522e-07
-4.956999999999999,0.007033998205840292,9.89542615195289e-07
-4.949999999999999,0.007083408929052125,1.0034936411235075e-06
-4.943,0.007133166740718756,1.017641355017925e-06
-4.936,0.007183274078982912,1.031988529875756e-06
-4.929,0.007233733399114194,1.0465379777892038e-06
-4.921999999999999,0.007284547173629397,1.0612925504966408e-06
-4.914999999999999,0.007335717892413614,1.0762551399415446e-06
-4.9079999999999995,0.007387248062842316,1.091428678839351e-06
-4.901,0.007439140209904166,1.1068161412522601e-06
-4.894,0.0074913968763247515,1.1224205431721649e-06
-4.8870000000000005,0.007544020622691183,1.1382449431117972e-06
-4.879999999999999,0.007597014027577574,1.1542924427042086e-06
-4.872999999999999,0.007650379687671342,1.1705661873106855e-06
-4.866,0.0077041202179005215,1.1870693666372717e-06
-4.859,0.0077582382515618475,1.2038052153599485e-06
-4.852,0.007812736440449795,1.2207770137586427e-06
-4.844999999999999,0.007867617454986542,1.2379880883601784e-06
-4.837999999999999,0.007922883984352749,1.2554418125902658e-06
-4.8309999999999995,0.007978538736619429,1.273141607434735e-06
-4.824,0.00803458443888058,1.2910909421100393e-06
-4.817,0.008091023837386824,1.3092933347432363e-06
-4.8100000000000005,0.008147859697679982,1.3277523530615546e-06
-4.802999999999999,0.008205094804728594,1.3464716150916835e-06
-4.795999999999999,0.008262731963064329,1.3654547898688977e-06
-4.789,0.008320773996919491,1.3847055981562315e-06
-4.782,0.008379223750365355,1.4042278131737369e-06
-4.775,0.00843808408745153,1.4240252613380548e-06
-4.767999999999999,0.00849735789234633,1.444101823012409e-06
-4.760999999999999,0.008557048069478022,1.4644614332671509e-06
-4.754,0.008617157543677242,1.4851080826510722e-06
-4.747,0.008677689260320257,1.5060458179735508e-06
-4.74,0.00873864618547329,1.527278743097738e-06
-4.7330000000000005,0.008800031306037872,1.5488110197449322e-06
-4.725999999999999,0.008861847629897208,1.5706468683102953e-06
-4.718999999999999,0.008924098186063503,1.5927905686900383e-06
-4.712,0.008986786024826483,1.6152464611203315e-06
-4.705,0.009049914217902789,1.638018947027981e-06
-4.698,0.00911348585858651,1.661112489893126e-06
-4.690999999999999,0.00917750406190078,1.684531616124106e-06
-4.683999999999999,0.009241971964750333,1.7082809159446227e-06
-4.677,0.009306892726075327,1.7323650442934768e-06
-4.67,0.009372269527006058,1.756788721736927e-06
-4.663,0.009438105571018847,1.78155673539394e-06
-4.655999999999999,0.009504404084093046,1.8066739398744914e-06
-4.648999999999999,0.009571168314869025,1.8321452582310554e-06
-4.6419999999999995,0.009638401534807465,1.8579756829235782e-06
-4.635,0.009706107038349598,1.8841702767979921e-06
-4.628,0.009774288143078643,1.910734174078555e-06
-4.621,0.009842948189882374,1.9376725813741743e-06
-4.613999999999999,0.009912090543116842,1.9649907786989267e-06
-4.606999999999999,0.00998171859077115,1.992694120506928e-06
-4.6,0.010051835744633586,2.0207880367418687e-06
-4.593,0.010122445440458715,2.0492780339012687e-06
-4.586,0.010193551138135765,2.0781696961157793e-06
-4.578999999999999,0.010265156321858164,2.107468686243693e-06
-4.571999999999999,0.010337264500294206,2.1371807469808564e-06
-4.5649999999999995,0.010409879206759079,2.167311701986301e-06
-4.558,0.010483003999387931,2.197867457023667e-06
-4.551,0.010556642461310231,2.2288540011187628e-06
-4.5440000000000005,0.010630798200825346,2.2602774077334285e-06
-4.536999999999999,0.010705474851579369,2.2921438359559664e-06
-4.529999999999999,0.010780676072743092,2.3244595317083086e-06
-4.523,0.010856405549191416,2.3572308289702835e-06
-4.516,0.01093266699168384,2.3904641510210677e-06
-4.509,0.011009464137046305,2.424166011698175e-06
-4.501999999999999,0.011086800748354319,2.458343016674198e-06
-4.494999999999999,0.01116468061511727,2.4930018647515064e-06
-4.4879999999999995,0.01124310755346423,2.5281493491752886e-06
-4.481,0.011322085406330874,2.563792358965011e-06
-4.474,0.011401618043647792,2.5999378802646987e-06
-4.4670000000000005,0.011481709362530125,2.636592997712239e-06
-4.459999999999999,0.011562363287468546,2.673764895828009e-06
-4.452999999999999,0.011643583770521472,2.7114608604230202e-06
-4.446,0.011725374791508845,2.7496882800270216e-06
-4.439,0.011807740358207058,2.788454647336635e-06
-4.432,0.011890684506545358,2.8277675606839566e-06
-4.424999999999999,0.011974211300803632,2.8676347255258685e-06
-4.417999999999999,0.012058324833811468,2.9080639559542876e-06
-4.411,0.012143029227148836,2.9490631762278172e-06
-4.404,0.012228328631347955,2.9906404223248834e-06
-4.397,0.012314227226096697,3.032803843518823e-06
-4.389999999999999,0.012400729220443418,3.0755617039751843e-06
-4.382999999999999,0.0124878388530031,3.1189223843714754e-06
-4.3759999999999994,0.012575560392165194,3.16289438353988e-06
-4.369,0.012663898136302665,3.2074863201330025e-06
-4.362,0.012752856413982657,3.252706934313172e-06
-4.355,0.01284243958417857,3.298565089465533e-06
-4.347999999999999,0.012932652036483694,3.3450697739353165e-06
-4.340999999999999,0.013023498191326196,3.3922301027895343e-06
-4.334,0.01311498250018586,3.4400553196036276e-06
-4.327,0.013207109445812128,3.4885547982731987e-06
-4.32,0.013299883542443767,3.537738044851331e-06
-4.312999999999999,0.0133933093360301,3.587614699411821e-06
-4.305999999999999,0.013487391404453656,3.638194537938607e-06
-4.2989999999999995,0.013582134357754638,3.6894874742419796e-06
-4.292,0.013677542838356711,3.741503561901659e-06
-4.285,0.013773621521294518,3.7942529962373505e-06
-4.2780000000000005,0.013870375114442744,3.847746116307052e-06
-4.270999999999999,0.01396780835874684,3.901993406933562e-06
-4.263999999999999,0.014065926028455219,3.95700550075948e-06
-4.257,0.014164732931353353,4.012793180331323e-06
-4.25,0.014264233908999256,4.069367380212883e-06
-4.243,0.01436443383696074,4.126739189128453e-06
-4.235999999999999,0.014465337625054347,4.184919852136259e-06
-4.228999999999999,0.014566950217585837,4.2439207728324815e-06
-4.2219999999999995,0.014669276593592595,4.3037535155864715e-06
-4.215,0.014772321767087523,4.364429807807357e-06
-4.208,0.014876090787304737,4.425961542242657e-06
-4.2010000000000005,0.014980588738946993,4.4883607793093096e-06
-4.193999999999999,0.015085820742434855,4.551639749457554e-06
-4.186999999999999,0.015191791954157496,4.615810855568089e-06
-4.18,0.015298507566725518,4.680886675383159e-06
-4.173,0.015405972809225293,4.746879963971782e-06
-4.166,0.015514192947475202,4.813803656229787e-06
-4.158999999999999,0.015623173284283703,4.881670869415121e-06
-4.151999999999999,0.015732919159709046,4.9504949057188005e-06
-4.145,0.015843435951321115,5.020289254872288e-06
-4.138,0.015954729074464814,5.0910675967914575e-06
-4.131,0.01606680398252544,5.162843804257907e-06
-4.1240000000000006,0.016179666167195916,5.235631945638083e-06
-4.116999999999999,0.016293321158745898,5.309446287640736e-06
-4.109999999999999,0.01640777452629266,5.384301298113166e-06
-4.103,0.016523031878074135,5.460211648877081e-06
-4.096,0.016639098861723624,5.537192218604248e-06
-4.089,0.016755981164546553,5.615258095732778e-06
-4.081999999999999,0.01687368451379917,5.694424581424519e-06
-4.074999999999999,0.016992214676969083,5.774707192564071e-06
-4.068,0.01711157746205803,5.856121664800247e-06
-4.061,0.017231778717866367,5.938683955630245e-06
-4.054,0.017352824334279676,6.022410247527378e-06
-4.046999999999999,0.01747472024255741,6.107316951112915e-06
-4.039999999999999,0.01759747241562341,6.193420708372537e-06
-4.0329999999999995,0.017721086868358736,6.280738395918329e-06
-4.026,0.017845569657896316,6.369287128296593e-06
-4.019,0.017970926883917736,6.459084261342344e-06
-4.0120000000000005,0.018097164688952158,6.550147395581138e-06
-4.004999999999999,0.01822428925867732,6.642494379678831e-06
-3.998000000000001,0.018352306822222473,6.73614331393987e-06
-3.9909999999999997,0.018481223652473976,6.83111255385527e-06
-3.983999999999998,0.018611046066382243,6.927420713700039e-06
-3.9770000000000003,0.018741780425271463,7.025086670181772e-06
-3.969999999999999,0.01887343313515151,7.124129566140699e-06
-3.963000000000001,0.01900601064703138,7.224568814301404e-06
-3.9559999999999995,0.019139519457235812,7.326424101078165e-06
-3.948999999999998,0.019273966107723157,7.429715390433219e-06
-3.942,0.019409357186406115,7.534462927789894e-06
-3.9349999999999987,0.01954569932747477,7.640687244000953e-06
-3.928000000000001,0.01968299921172118,7.74840915937233e-06
-3.9209999999999994,0.019821263566867278,7.857649787744402e-06
-3.913999999999998,0.019960499167894066,7.968430540629994e-06
-3.907,0.020100712837373778,8.08077313141126e-06
-3.8999999999999986,0.020241911445804416,8.194699579595755e-06
-3.8930000000000007,0.020384101911945906,8.310232215131935e-06
-3.8859999999999992,0.020527291203159676,8.427393682786333e-06
-3.8790000000000013,0.020671486335749504,8.54620694658157e-06
-3.872,0.020816694375305884,8.666695294297832e-06
-3.8649999999999984,0.020962922437051733,8.78888234203694e-06
-3.8580000000000005,0.021110177686191264,8.912792038851352e-06
-3.850999999999999,0.021258467338261294,9.038448671438444e-06
-3.844000000000001,0.021407798659484296,9.165876868900352e-06
-3.8369999999999997,0.021558178967125037,9.295101607571847e-06
-3.8299999999999983,0.02170961562984861,9.42614821591534e-06
-3.8230000000000004,0.021862116068081704,9.559042379485525e-06
-3.815999999999999,0.022015687754376467,9.693810145964039e-06
-3.809000000000001,0.022170338213776095,9.830477930264413e-06
-3.8019999999999996,0.022326075024184197,9.969072519710029e-06
-3.794999999999998,0.02248290581673557,1.010962107928404e-05
-3.7880000000000003,0.022640838276170343,1.0252151156954001e-05
-3.780999999999999,0.02279988014121079,1.0396690689071564e-05
-3.774000000000001,0.022960039204939962,1.05432680058476e-05
-3.7669999999999995,0.023121323315184183,1.0691911836905594e-05
-3.759999999999998,0.02328374037489705,1.0842651316912222e-05
-3.753,0.0234472983425469,1.0995515991288051e-05
-3.7459999999999987,0.023612005232507036,1.1150535821998794e-05
-3.7390000000000008,0.02377786911544786,1.1307741193427384e-05
-3.7319999999999993,0.023944898118732988,1.1467162918330052e-05
-3.7250000000000014,0.02411310042681683,1.1628832243875082e-05
-3.718,0.02428248428164631,1.1792780857768004e-05
-3.7109999999999985,0.024453057983064123,1.195904089446192e-05
-3.7040000000000006,0.02462482988921567,1.212764494145619e-05
-3.696999999999999,0.024797808416958906,1.229862604568396e-05
-3.6900000000000013,0.02497200204227612,1.2472017719988856e-05
-3.683,0.025147419300689988,1.2647853949694307e-05
-3.6759999999999984,0.025324068787681172,1.2826169199264155e-05
-3.6690000000000005,0.025501959159109796,1.300699841905808e-05
-3.661999999999999,0.025681099131639833,1.3190377052182244e-05
-3.655000000000001,0.0258614974831656,1.3376341041435613e-05
-3.6479999999999997,0.026043163053242592,1.35649268363556e-05
-3.6409999999999982,0.026226104743520006,1.3756171400361652e-05
-3.6340000000000003,0.026410331518177177,1.3950112218000456e-05
-3.626999999999999,0.026595852404363105,1.4146787302293336e-05
-3.620000000000001,0.02678267649263815,1.4346235202186243e-05
-3.6129999999999995,0.026970812937420204,1.4548495010106261e-05
-3.605999999999998,0.027160270957432613,1.4753606369623149e-05
-3.599,0.027351059836156166,1.4961609483219898e-05
-3.5919999999999987,0.027543188922284283,1.5172545120172873e-05
-3.585000000000001,0.027736667630180442,1.538645462454199e-05
-3.5779999999999994,0.02793150544034023,1.5603379923275118e-05
-3.570999999999998,0.02812771189985523,1.5823363534425152e-05
-3.564,0.02832529662288112,1.6046448575484014e-05
-3.5569999999999986,0.028524269291109065,1.6272678771834152e-05
-3.5500000000000007,0.02872463965423941,1.650209846531806e-05
-3.5429999999999993,0.028926417530460245,1.6734752622930357e-05
-3.5360000000000014,0.029129612806927673,1.6970686845630493e-05
-3.529,0.029334235440251103,1.7209947377281676e-05
-3.5219999999999985,0.02954029545698041,1.745258111371395e-05
-3.5150000000000006,0.02974780295409753,1.7698635611916275e-05
-3.507999999999999,0.02995676809951156,1.794815909935827e-05
-3.5010000000000012,0.030167201132556217,1.8201200483442023e-05
-3.4939999999999998,0.03037911236449244,1.845780936108915e-05
-3.4869999999999983,0.03059251217901289,1.871803602846104e-05
-3.4800000000000004,0.030807411032751062,1.898193149081744e-05
-3.472999999999999,0.031023819455794008,1.9249547472514058e-05
-3.466000000000001,0.031241748052197538,1.9520936427139772e-05
-3.4589999999999996,0.031461207500506704,1.9796151547798787e-05
-3.451999999999998,0.03168220855427826,2.007524677753565e-05
-3.4450000000000003,0.03190476204260796,2.035827681990876e-05
-3.437999999999999,0.03212887887066148,2.0645297149712757e-05
-3.431000000000001,0.032354570020208015,2.0936364023850865e-05
-3.4239999999999995,0.03258184655015928,2.123153449236252e-05
-3.416999999999998,0.03281071959711059,2.153086640960434e-05
-3.41,0.03304120037588693,2.1834418445590218e-05
-3.4029999999999987,0.03327330018009282,2.2142250097491303e-05
-3.396000000000001,0.03350703038266485,2.245442170129651e-05
-3.3889999999999993,0.033742402436429966,2.27709944436399e-05
-3.381999999999998,0.03397942787466577,2.3092030373792262e-05
-3.375,0.03421811831166603,2.3417592415823486e-05
-3.3679999999999986,0.034458485443310184,2.3747744380936395e-05
-3.3610000000000007,0.03470054104763551,2.4082550979972737e-05
-3.353999999999999,0.034944296985415305,2.4422077836098102e-05
-3.3470000000000013,0.03518976520073904,2.4766391497662888e-05
-3.34,0.03543695772159864,2.511555945124739e-05
-3.3329999999999984,0.03568588666047695,2.5469650134888138e-05
-3.3260000000000005,0.035936564214941666,2.5828732951492516e-05
-3.318999999999999,0.036189002668243354,2.6192878282442494e-05
-3.312000000000001,0.03644321438991649,2.6562157501388326e-05
-3.3049999999999997,0.03669921183638655,2.6936642988239496e-05
-3.2979999999999983,0.036957007551579504,2.731640814335009e-05
-3.2910000000000004,0.037216614167536854,2.7701527401906098e-05
-3.283999999999999,0.03747804440503498,2.8092076248515475e-05
-3.277000000000001,0.037741311074207556,2.848813123200204e-05
-3.2699999999999996,0.038006427075174334,2.8889769980410896e-05
-3.262999999999998,0.03827340539867225,2.9297071216222285e-05
-3.2560000000000002,0.03854225912669246,2.971011477178216e-05
-3.2489999999999988,0.03881300143312168,3.012898160495011e-05
-3.242000000000001,0.03908564558438683,3.055375381496596e-05
-3.2349999999999994,0.03936020494010616,3.098451465854315e-05
-3.227999999999998,0.03963669295374289,3.142134856618583e-05
-3.221,0.03991512317326487,3.1864341158738126e-05
-3.2139999999999986,0.04019550924180884,3.23135792641668e-05
-3.2070000000000007,0.04047786489834798,3.2769150934578235e-05
-3.1999999999999993,0.040762203978366246,3.323114546347874e-05
-3.1930000000000014,0.04104854041453515,3.369965340327451e-05
-3.186,0.041336888237397666,3.417476658302211e-05
-3.1789999999999985,0.04162726157605464,3.4656578126425504e-05
-3.1720000000000006,0.04191967465885763,3.5145182470089416e-05
-3.164999999999999,0.0422141418141065,3.5640675382029895e-05
-3.1580000000000013,0.04251067747075047,3.614315398044343e-05
-3.151,0.042809296159096344,3.6652716752744424e-05
-3.1439999999999984,0.04311001251151946,3.716946357486729e-05
-3.1370000000000005,0.043412841263181096,3.769349573084318e-05
-3.129999999999999,0.04371779725275098,3.822491593265283e-05
-3.123000000000001,0.044024895423133314,3.876382834035649e-05
-3.1159999999999997,0.04433415082220019,3.931033858251188e-05
-3.108999999999998,0.044645578603527906,3.986455377687577e-05
-3.1020000000000003,0.04495919402713988,4.042658255140021e-05
-3.094999999999999,0.04527501246025495,4.099653506552482e-05
-3.088000000000001,0.045593049378039194,4.15745230317664e-05
-3.0809999999999995,0.04591332036436555,4.216065973761729e-05
-3.073999999999998,0.04623584111257627,4.2755060067747956e-05
-3.067,0.046560627426252374,4.33578405265257e-05
-3.0599999999999987,0.04688769521998855,4.396911926085074e-05
-3.053000000000001,0.0472170605201718,4.4589016083311335e-05
-3.0459999999999994,0.04754873946576807,4.52176524956698e-05
-3.038999999999998,0.04788274830911189,4.585515171267515e-05
-3.032,0.04821910341670324,4.6501638686214445e-05
-3.0249999999999986,0.048557821270010036,4.715724012980478e-05
-3.0180000000000007,0.04889891846627451,4.782208454342725e-05
-3.0109999999999992,0.04924241171932789,4.849630223871602e-05
-3.0040000000000013,0.04958831786040794,4.918002536449706e-05
-2.997,0.049936653838985136,4.9873387932692576e-05
-2.9899999999999984,0.050287436723591955,5.0576525844585294e-05
-2.9830000000000005,0.05064068370265974,5.128957691745656e-05
-2.975999999999999,0.050996412085361514,5.2012680911600124e-05
-2.969000000000001,0.051354639302458836,5.2745979557712997e-05
-2.9619999999999997,0.05171538290715738,5.348961658467812e-05
-2.9549999999999983,0.05207866057596579,5.4243737747733064e-05
-2.9480000000000004,0.052444490109562314,5.500849085703959e-05
-2.940999999999999,0.05281288943366769,5.578402580665616e-05
-2.934000000000001,0.05318387659992211,5.6570494603914854e-05
-2.9269999999999996,0.05355746978677135,5.736805139921853e-05
-2.919999999999998,0.053933687300356116,5.817685251625189e-05
-2.9130000000000003,0.05431254757540965,5.8997056482622735e-05
-2.905999999999999,0.05469406917616164,5.98288240609351e-05
-2.899000000000001,0.05507827079724644,6.06723182802962e-05
-2.8919999999999995,0.05546517126462078,6.152770446827429e-05
-2.884999999999998,0.05585478953648475,6.239515028330013e-05
-2.878,0.05624714470421144,6.327482574753002e-05
-2.8709999999999987,0.05664225599328297,6.416690328017201e-05
-2.8640000000000008,0.057040142764231166,6.507155773127746e-05
-2.8569999999999993,0.057440824513587806,6.59889664160158e-05
-2.849999999999998,0.05784432087483859,6.691930914942575e-05
-2.843,0.05825065161938573,6.786276828166091e-05
-2.8359999999999985,0.058659836657517436,6.881952873373253e-05
-2.8290000000000006,0.059071896039382024,6.978977803375116e-05
-2.821999999999999,0.059486849955972074,7.077370635368669e-05
-2.8150000000000013,0.0599047187401121,7.177150654663876e-05
-2.808,0.060325522867456564,7.27833741846405e-05
-2.8009999999999984,0.06074928295749168,7.380950759698778e-05
-2.7940000000000005,0.06117601977454644,7.485010790911394e-05
-2.786999999999999,0.06160575422881069,7.590537908201252e-05
-2.780000000000001,0.062038507377358235,7.697552795221065e-05
-2.7729999999999997,0.06247430042518039,7.806076427231389e-05
-2.7659999999999982,0.06291315472622346,7.916130075211466e-05
-2.7590000000000003,0.06335509178443578,8.027735310028565e-05
-2.751999999999999,0.06380013325482209,8.140914006666112e-05
-2.745000000000001,0.06424830094450303,8.255688348510856e-05
